lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint
-0.3369471844692858,-0.65134542004138,-0.996953772322247,-1.026167532885057,-0.40032424903015124,-0.9411603580925614,-0.4730459436039773,-0.7305430759264615,-1.0083690069649949,-1.3324010787480067,-0.24309714516566278,-0.9353373897229608,0.008290756339538956,-1.3980081629306056,-0.9111856965284512,-0.9767792284114718,-0.28870616930399523,-2.0267150111397,0.028467038137342693,-0.5459057951951943,-0.46359953174314195,-0.5350799468552503,-1.2096380775961193,0.3634908438735899,5.33
-0.3369471844692858,-0.65134542004138,-1.0108930698289345,-1.0335414420132036,-0.40032424903015124,-0.9411603580925614,-0.4730459436039773,-0.7706122294371506,-1.0083690069649949,-1.3324010787480067,-0.24688549891565556,-0.9217101378066032,-0.00997603004626916,-1.4490499209665373,-0.9193281197435488,-0.9767792284114718,-0.3147866281823751,-2.0267150111397,0.028467038137342693,-0.5676347398799719,-0.4708169526616156,-0.5444041680105668,-1.2096380775961193,0.3634908438735899,5.27
-0.3369471844692858,-0.65134542004138,-1.0178627175368324,-1.0571379605143958,-0.40032424903015124,-0.8792573993244787,-0.4730459436039773,-0.8507505484792729,-0.9910452816702956,-1.3324010787480067,-0.25446220755214827,-0.9085610356779801,-0.02311760253898068,-1.4162373581782173,-0.9193281197435488,-0.9767792284114718,-0.3402309770509229,-2.0267150111397,0.028467038137342693,-0.5676347398799719,-0.4780343519278527,-0.5537283897253363,-1.2096380775961193,0.3634908438735899,5.2
-0.3369471844692858,-0.65134542004138,-1.0331959433305626,-1.0777849122672871,-0.40032424903015124,-0.8792573993244787,-0.45525315309793524,-0.7305430759264615,-1.0170308707935058,-1.3324010787480067,-0.26696377617728206,-0.8786767107023163,-0.06434928742992452,-1.3980081629306056,-0.9193281197435488,-1.0794485910402982,-0.3841224799464528,-2.0267150111397,0.028467038137342693,-0.5893636845647495,-0.4780343519278527,-0.5257557251404809,-1.1139949801856253,0.3634908438735899,5.23
-0.3369471844692858,-0.6917655124921464,-1.0471352408372518,-1.0777849122672871,-0.40032424903015124,-0.8792573993244787,-0.4730459436039773,-0.8106813949685838,-1.0170308707935058,-1.3324010787480067,-0.2737828136091735,-0.8679183539262448,-0.10344546640887578,-1.3980081629306056,-0.9193281197435488,-1.0794485910402982,-0.39684465533488855,-2.0267150111397,0.028467038137342693,-0.6110926292495275,-0.4780343519278527,-0.49778306055562527,-1.0183518833489902,0.3634908438735899,5.27
-0.3369471844692858,-0.7726057095197136,-1.0596806079660017,-1.0777849122672871,-0.40032424903015124,-0.8792573993244787,-0.4730459436039773,-0.8507505484792729,-1.0170308707935058,-1.3324010787480067,-0.2813595222456654,-0.8679183539262448,-0.12529333155274439,-1.429909261703066,-0.9404381050749151,-1.0794485910402982,-0.4299223090548328,-2.0267150111397,0.028467038137342693,-0.6328215739343052,-0.4780343519278527,-0.46981039597076973,-0.9227087859384961,0.3634908438735899,5.3
-0.3369471844692858,-0.7726057095197136,-1.0596806079660017,-1.0777849122672871,-0.40032424903015124,-0.848305924583161,-0.44635675784491313,-0.8507505484792729,-1.0170308707935058,-1.373643747273955,-0.2973653180611301,-0.8679183539262448,-0.12825018543752592,-1.5256125580204425,-0.9404381050749151,-1.0794485910402982,-0.45536665792337927,-2.0267150111397,0.028467038137342693,-0.6545505186190828,-0.4780343519278527,-0.4418377313859142,-0.8270656885280022,0.3634908438735899,5.33
-0.3369471844692858,-0.7726057095197136,-1.0596806079660017,-1.0777849122672871,-0.40032424903015124,-0.7864029658150782,-0.44635675784491313,-0.8507505484792729,-1.0170308707935058,-1.3324010787480067,-0.29992245709808935,-0.8559646235773676,-0.13301400525668983,-1.4891541533469468,-0.9404381050749151,-1.0794485910402982,-0.46236385467326735,-2.0267150111397,0.028467038137342693,-0.6762794633038604,-0.4780343519278527,-0.41386506680105867,-0.731422591691367,0.3634908438735899,5.37
-0.3369471844692858,-0.8130258019704845,-1.0596806079660017,-1.0777849122672871,-0.40032424903015124,-0.848305924583161,-0.4641495483509573,-0.8507505484792729,-1.0170308707935058,-1.3324010787480067,-0.31128751948457484,-0.8087473916578505,-0.1399954659822491,-1.4745707999845057,-0.9404381050749151,-1.1051159316975077,-0.47095132263108885,-2.0267150111397,0.028467038137342693,-0.698008407988638,-0.4780343519278527,-0.38589240221620313,-0.6357794942808731,0.3634908438735899,5.4
-0.3369471844692858,-0.8938659989980516,-1.0596806079660017,-1.0777849122672871,-0.4031177238342517,-0.848305924583161,-0.4641495483509573,-0.8507505484792729,-1.0170308707935058,-1.3324010787480067,-0.31962189818916165,-0.7651162786636905,-0.14122748843424127,-1.5256125580204425,-0.9404381050749151,-1.1136717084942638,-0.46236385467326735,-2.0267150111397,0.028467038137342693,-0.6545505186190828,-0.47442564146860355,-0.3952166239309726,-0.731422591691367,0.3634908438735899,5.57
